#Name	Chromosome	Start	End	sample1	sample2	sample3
CL_529	10	772164	772166	0.113	-0.122	-0.585
CL_530	10	485364	485366	1.194	-0.916	1.555
CL_531	10	706598	706600	0.334	-0.386	1.068
CL_532	10	456542	456544	1.1	-1.144	0.898
CL_533	10	894344	894346	-0.634	-0.297	-0.412
CL_534	10	961793	961795	0.932	-0.244	1.087
CL_536	10	1238507	1238509	0.083	-0.814	0.785
CL_537	10	984404	984406	0.804	-0.356	-0.309
CL_538	10	311700	311702	0.797	-0.153	0.44
CL_539	10	750585	750587	0.113	0.352	-0.057
CL_541	10	942846	942848	-0.079	-0.227	0.313
CL_542	10	480662	480664	0.199	-1.136	-0.052
CL_543	10	1149351	1149353	0.127	0.39	-0.105
CL_544	10	1127290	1127292	-0.912	1.248	-0.824
CL_545	10	546881	546883	-0.312	0.382	-0.511
CL_546	10	663028	663030	-0.9	0.177	-0.863
CL_547	10	997859	997861	-0.12	-0.314	-0.19
CL_548	10	423995	423997	-0.101	-0.233	0.052
CL_549	10	1095553	1095555	-2.18	1.571	-2.223
CL_550	10	676676	676678	0.003	-0.413	0.687
CL_551	10	785359	785361	-0.342	-0.453	0.127
CL_552	10	1211322	1211324	-0.357	1.225	-0.173
CL_553	10	975437	975439	-1.53	1.085	-1.569
CL_554	10	852935	852937	0.375	-0.729	0.442
CL_555	10	730566	730568	0.131	-0.202	0.201
CL_556	10	1265795	1265797	1.201	-1.179	1.642
CL_557	10	370268	370270	-2.299	2.36	-2.913
CL_558	10	382639	382641	0.156	0.008	0.304
CL_559	10	962081	962083	1.079	-1.651	1.359
CL_560	10	1182378	1182380	-3.348	2.584	-2.575
CL_564	10	608435	608437	0.427	-0.974	0.683
CL_565	10	971013	971015	0.78	-0.765	1.051
CL_566	10	778929	778931	0.074	0.051	-0.313
CL_567	10	501797	501799	0.798	-0.92	1.198
CL_568	10	885874	885876	0.871	-0.396	0.64
CL_569	10	896059	896061	0.122	-0.818	0.6
CL_570	10	1246329	1246331	1.407	-0.584	0.441
CL_571	10	772905	772907	-0.614	0.342	-0.499
CL_572	10	1185479	1185481	-0.407	-0.048	-0.445
CL_573	10	585784	585786	0.797	-1.484	1.295
CL_574	10	999952	999954	0.616	0.256	0.237
CL_575	10	349927	349929	-0.989	0.825	-1.477
CL_576	10	689441	689443	-0.867	-0.013	0.353
CL_577	10	1341072	1341074	-0.382	-1.138	-0.411
CL_578	10	818188	818190	-1.478	1.03	-1.41
CL_579	10	683933	683935	-0.88	-0.385	-0.091
CL_580	10	633717	633719	-0.926	-0.089	-1.166
CL_581	10	352386	352388	0.303	0.652	0.589
CL_582	10	616585	616587	0.311	0.193	0.503
CL_583	10	1414352	1414354	-0.03	-0.102	0.908
CL_584	10	836767	836769	0.702	-0.81	0.848
CL_585	10	975062	975064	-1.272	0.049	0.091
CL_586	10	1156760	1156762	-0.326	-0.656	-0.508
CL_587	10	614189	614191	-0.797	1.343	-0.893
CL_588	10	438456	438458	0.933	-0.612	0.379
CL_589	10	989627	989629	-0.674	-0.07	-0.41
CL_590	10	1097789	1097791	0.859	-1.747	1.372
CL_591	10	548841	548843	0.084	-1.102	0.053
CL_592	10	489290	489292	0.211	-0.289	0.736
CL_593	10	1039652	1039654	0.326	-1.254	0.585
CL_594	10	1515919	1515921	0.9	-1.226	0.583
CL_595	10	1208245	1208247	-0.251	0.413	0.339
CL_596	10	1701229	1701231	1.343	-0.906	1.663
CL_597	10	1369326	1369328	0.107	-1.471	1.165
CL_598	10	411246	411248	0.175	-0.997	0.335
CL_599	10	1527636	1527638	1.671	-1.592	1.017
CL_600	10	1505363	1505365	-0.137	-1.202	-0.148
CL_601	10	550303	550305	0.134	0.037	1.355
CL_602	10	948991	948993	0.118	0.405	0.016
CL_603	10	819494	819496	-0.77	1.139	-1.663
CL_604	10	728758	728760	0.063	-0.515	-0.456
CL_605	11	1623	1625	-0.503	-0.929	-0.278
CL_606	11	2979	2981	-0.808	-0.377	-0.737
CL_607	11	6091	6093	-0.845	-0.099	-0.251
CL_608	11	2502	2504	-1.608	1.292	-1.924
CL_609	11	6850	6852	0.327	-0.349	-0.003
CL_611	11	2551	2553	-0.177	-0.154	-0.483
CL_612	11	8418	8420	-0.628	0.917	-0.148
CL_613	11	4243	4245	-0.494	-1.314	-0.592
CL_614	11	8363	8365	-0.042	0.126	0.215
CL_615	11	12888	12890	0.221	-0.654	0.062
CL_616	11	12419	12421	-0.183	-0.269	-0.552
CL_617	11	16525	16527	-0.142	0.586	-1.22
CL_618	11	9182	9184	-0.804	0.382	-0.99
CL_619	11	42644	42646	-1.473	2.52	-0.269
CL_620	11	30474	30476	-0.11	-0.072	0.16
CL_621	11	20443	20445	-1.119	1.13	-0.797
CL_622	11	53023	53025	0.513	-0.715	0.333
CL_623	11	51238	51240	-0.621	1.172	-0.769
CL_624	11	71864	71866	-1.9	0.803	-1.705
CL_625	11	58835	58837	-0.894	0.473	0.009
CL_626	11	87667	87669	0.703	-0.474	-0.427
CL_627	11	37703	37705	0.289	-1.179	0.926
CL_628	11	38889	38891	-1.321	0.377	-1.801
CL_629	11	77403	77405	0.375	-1.015	0.179
CL_630	11	25918	25920	-0.628	0.043	-0.58
CL_631	11	97680	97682	-0.52	0.597	-0.684
CL_632	11	38744	38746	-1.315	0.288	-0.699
CL_633	11	80126	80128	0.246	-0.003	0.994
CL_634	11	28639	28641	-0.122	-0.475	0.682
CL_635	11	114417	114419	-0.267	-0.918	-0.541
CL_636	11	110674	110676	1.264	-0.645	2.068
CL_637	11	57753	57755	0.622	-0.565	0.057
CL_638	11	121836	121838	-0.485	-0.638	-0.376
CL_639	11	114951	114953	-0.229	0.248	-0.268
CL_640	11	58133	58135	1.002	-1.076	0.094
CL_641	11	153998	154000	-0.599	0.176	0.527
CL_642	11	114118	114120	-0.373	0.702	-0.653
CL_643	11	99229	99231	-1.549	0.627	-1.862
CL_644	11	135078	135080	-0.051	0.076	0.106
CL_645	11	42246	42248	-0.404	0.139	-0.21
CL_646	11	66909	66911	0.665	0.353	0.296
CL_647	11	123628	123630	-0.382	-0.207	-0.72
CL_649	11	56279	56281	1.773	-1.365	1.964
CL_650	11	92387	92389	-0.521	-0.238	-0.856
CL_651	11	160724	160726	0.965	-1.252	0.701
CL_652	11	120009	120011	0.861	0.066	1.545
CL_653	11	187878	187880	0.488	-0.878	1.793
CL_654	11	208829	208831	-0.698	0.088	0.112
CL_655	11	172067	172069	-0.212	0.086	0.012
CL_656	11	99979	99981	0.44	-0.131	0.529
CL_657	11	186263	186265	1.215	-0.993	0.788
CL_658	11	149358	149360	0.601	-0.525	0.892
CL_659	11	142940	142942	-0.629	0.257	0.265
CL_660	11	210315	210317	0.899	-0.456	0.893
CL_661	11	181935	181937	0.124	-0.543	0.654
CL_662	11	265881	265883	0.516	-0.715	-0.02
CL_663	11	252997	252999	-1.582	0.381	-2.262
CL_664	11	84754	84756	0.216	-0.22	0.137
CL_665	11	247097	247099	-1.293	1.573	-0.6
CL_666	11	132418	132420	0.924	-0.822	-0.381
CL_667	11	158250	158252	0.358	-0.631	-0.483
CL_668	11	84790	84792	0.927	-0.58	0.787
CL_669	11	304263	304265	-0.735	0.327	-0.611
CL_670	11	283130	283132	0.609	-0.667	0.677
CL_671	11	189513	189515	-0.431	0.435	0.369
CL_672	11	165547	165549	-0.773	0.895	0.004
CL_673	11	322998	323000	0.723	-1.671	0.911
CL_674	11	380844	380846	0.986	-1.107	1.494
CL_675	11	309701	309703	0.086	-0.944	-0.308
CL_676	11	153406	153408	1.02	-0.306	1.021
CL_677	11	404944	404946	-0.221	-0.67	-0.399
CL_678	11	299092	299094	-3.418	2.327	-2.5
CL_679	11	376919	376921	-0.225	0.477	-0.297
CL_680	11	107853	107855	0.039	0.442	0.157
CL_681	11	145949	145951	0.123	-0.201	0.732
CL_682	11	404772	404774	-1.664	0.818	-0.333
CL_683	11	266542	266544	0.314	-0.201	-0.073
CL_684	11	398969	398971	-0.398	0.641	-0.614
CL_685	11	331858	331860	-0.478	-0.648	-0.415
CL_686	11	306652	306654	-0.811	-0.886	-0.313
CL_687	11	294946	294948	-1.712	1.268	-1.222
CL_688	11	253634	253636	-0.373	0.076	0.317
CL_689	11	396986	396988	-0.985	0.644	-0.821
CL_690	11	260027	260029	-0.967	1.108	-1.071
CL_691	11	131085	131087	1.046	-0.802	1.463
CL_692	11	377912	377914	0.238	-1.249	0.537
CL_693	11	504411	504413	-0.681	0.771	-1.348
CL_694	11	241238	241240	-0.063	0.846	-0.303
CL_695	11	239896	239898	0.167	-0.094	0.423
CL_696	11	224792	224794	-0.35	0.929	0.564
CL_697	11	400545	400547	0.556	-0.94	0.114
CL_698	11	162845	162847	0.187	-0.609	-0.168
CL_699	11	352581	352583	-0.41	0.676	-0.999
CL_700	11	544188	544190	-0.732	0.735	-0.713
CL_701	11	315597	315599	1.848	-0.854	1.151
CL_702	11	149316	149318	0.292	-1.189	0.658
CL_703	11	360052	360054	-0.22	-0.039	-0.628
CL_704	11	535742	535744	-0.038	-0.738	-0.164
CL_705	11	176416	176418	1.143	0.168	0.97
CL_706	11	390973	390975	-0.588	0.305	-0.467
CL_707	11	199181	199183	0	1.109	-0.498
CL_709	11	403814	403816	-0.571	0.156	-0.97
CL_710	11	236306	236308	-0.837	1.052	-0.963
CL_711	11	161292	161294	-0.14	0.407	0.004
CL_712	11	312305	312307	0.643	0.165	0.198
CL_713	11	419182	419184	0.321	-0.722	0.541
CL_714	11	643029	643031	0.907	-1.127	1.44
CL_716	11	362106	362108	1.035	-0.646	0.347
CL_717	11	300910	300912	0.447	-1.005	-0.401
CL_719	11	526786	526788	0.545	-1.572	0.334
CL_720	11	452512	452514	-1.075	-2.534	-0.939
CL_721	11	667511	667513	-1.875	1.687	-3.212
CL_722	11	241672	241674	0.197	-1.612	0.241
CL_723	11	250650	250652	-0.044	-1.151	0.391
CL_724	11	295718	295720	0.614	0.011	0.706
CL_725	11	350518	350520	-0.384	-0.382	-0.213
CL_726	11	690352	690354	-0.527	0.689	-0.877
CL_727	11	740972	740974	0.877	-0.231	1.056
CL_728	11	455791	455793	0.463	-0.366	0.027
CL_729	11	388244	388246	0.636	-0.573	0.646
CL_730	11	345084	345086	-0.292	0.061	0.294
CL_731	11	304036	304038	0.146	0.182	-0.306
CL_732	11	518906	518908	-0.094	-1.25	0.272
CL_733	11	456122	456124	-0.039	0.041	-0.497
CL_734	11	394162	394164	0.282	-0.691	0.556
CL_735	11	290443	290445	-1.756	1.868	-1.031
CL_736	11	548498	548500	-0.268	-0.926	0.218
CL_737	11	786235	786237	-0.22	-0.31	-0.288
CL_738	11	630596	630598	-0.703	0.752	-0.242
CL_739	11	460576	460578	-0.472	-0.013	-0.072
CL_740	11	718091	718093	-0.937	-0.592	-0.699
CL_742	11	806140	806142	0.767	-0.87	2.117
CL_743	11	517488	517490	0.702	-1.096	0.077
CL_744	11	777218	777220	0.034	-0.712	-0.367
CL_745	11	418418	418420	0.766	-0.721	0.778
CL_747	11	578819	578821	-1.262	1.428	-1.618
CL_748	11	523382	523384	-0.962	0.71	-0.17
CL_749	11	613817	613819	0.439	-0.165	0.815
CL_750	11	617377	617379	0.101	1.248	0.222
CL_751	11	662921	662923	-0.087	-0.246	1.271
CL_752	11	384572	384574	0.101	-1.482	0.87
CL_753	11	707908	707910	-0.764	1.117	-1.079
CL_754	11	465137	465139	0.074	-0.791	0.507
CL_755	11	670696	670698	-1.31	1.14	-1.811
CL_756	11	692477	692479	0.413	-0.616	0.622
CL_757	11	540728	540730	0.065	-1.488	0.175
CL_758	11	496583	496585	0.309	-0.445	-0.007
CL_759	11	774089	774091	0.454	-0.753	0.539
CL_760	11	263842	263844	-1.713	2.089	-1.891
CL_761	11	546714	546716	-2.729	2.113	-2.284
CL_762	11	727721	727723	-0.623	0.205	-0.081
CL_763	11	768176	768178	1.056	-1.159	0.416
CL_764	11	511459	511461	-0.421	-0.503	-0.091
CL_765	11	618967	618969	0.271	-0.586	1.191
CL_766	11	470992	470994	0.82	-0.225	0.739
CL_767	11	532235	532237	0.341	0.269	-0.011
CL_768	11	764706	764708	-2.134	1.335	-0.738
CL_769	11	749267	749269	1.3	-0.626	1.718
CL_770	11	541389	541391	1.399	-0.768	0.255
CL_771	11	371104	371106	1.048	-0.708	0.912
CL_772	11	644249	644251	-1.59	1.504	-1.715
CL_773	11	421387	421389	-1.191	0.389	-1.039
CL_774	11	405879	405881	-1.354	-0.131	-1.081
CL_775	11	753109	753111	0.093	-0.379	0.671
CL_777	11	701660	701662	1.351	-1.875	0.952
CL_778	11	814335	814337	0.963	-0.328	0.449
CL_779	11	511486	511488	0.042	-0.234	0.186
CL_780	11	392623	392625	0.471	-1.383	0.659
CL_782	11	700712	700714	0.027	-0.767	-0.558
CL_783	11	807992	807994	-0.305	-0.255	0.167
CL_784	11	447527	447529	0.214	-0.444	-0.393
CL_785	11	718002	718004	0.986	-1.101	0.89
CL_786	11	1073601	1073603	-0.084	-0.248	0.314
CL_787	11	779576	779578	1.366	-1.641	1.859
CL_788	11	637632	637634	-1.628	-0.355	-0.804
CL_789	11	400596	400598	0.354	0.056	0.921
CL_790	11	1154451	1154453	0.44	-1.429	-0.13
CL_791	11	361435	361437	-0.819	0.435	1.065
CL_792	11	988890	988892	0.794	-0.173	0.233
CL_793	11	736586	736588	0.584	-0.486	0.344
CL_794	11	299022	299024	-0.414	-0.808	-0.441
CL_795	11	1201280	1201282	0.917	-1.028	0.357
CL_796	11	650171	650173	0.786	-0.054	0.404
CL_797	11	1200482	1200484	0.924	-0.756	1.442
CL_798	11	336368	336370	1.073	-1.122	0.665
CL_799	11	670201	670203	-0.717	0.562	-0.715
CL_800	11	406771	406773	1.31	-0.816	1.054
CL_801	11	618183	618185	-0.298	-0.511	0.048
CL_802	11	704636	704638	0.294	-1.063	0.149
CL_803	11	884565	884567	-0.841	0.976	-1.017
CL_804	11	916740	916742	0.716	-0.863	0.643
CL_805	11	332917	332919	0.301	-0.925	0.178
CL_806	11	1046377	1046379	0.378	0.053	0.266
CL_807	11	984304	984306	0.063	-0.195	0.758
CL_808	11	448062	448064	1.196	-0.567	0.623
CL_809	11	1063728	1063730	-0.602	0.959	-0.759
CL_810	11	518008	518010	-0.036	-0.707	0.611
CL_811	11	1279236	1279238	0.679	0.261	1.187
CL_813	11	708551	708553	1.327	-1.224	1.235
CL_814	11	496703	496705	0.857	-1.188	1.058
CL_815	11	1083300	1083302	0.298	0.173	0.746
CL_816	11	420907	420909	1.655	-0.85	1.927
CL_817	11	661312	661314	-1.8	0.028	-1.907
CL_818	11	813036	813038	0.706	-0.664	0.035
CL_819	11	725228	725230	1.322	-1.085	0.928
CL_820	11	1245507	1245509	-0.302	0.273	-0.29
CL_821	11	1051721	1051723	0.1	-0.478	0.226
CL_822	11	1331888	1331890	1.272	-0.629	1.458
CL_823	11	590267	590269	1.233	-0.943	0.676
CL_824	11	1096939	1096941	-2.564	2.193	-1.377
CL_825	11	465923	465925	1.187	-1.724	1.23
CL_826	11	407927	407929	1.499	-1.124	0.914
CL_827	11	1092668	1092670	-1.012	0.587	-1.066
CL_828	11	1298499	1298501	-1.983	2.557	-1.31
CL_830	11	1302582	1302584	-0.311	-0.321	0.191
CL_831	11	675447	675449	-2.385	2.22	-1.42
CL_832	11	628566	628568	0.771	-1.403	0.695
CL_833	11	1245748	1245750	0.094	-0.724	0.472
CL_834	11	913191	913193	-0.478	0.401	-0.774
CL_835	11	954059	954061	0.042	-0.64	0.837
CL_836	11	1097594	1097596	0.821	-1.777	0.882
CL_837	11	1317905	1317907	0.198	-0.536	0.222
CL_838	11	639509	639511	0.243	-1.29	-0.165
CL_839	11	693000	693002	0.729	-0.664	0.726
CL_840	11	839383	839385	0.707	-0.742	1.011
CL_841	11	720674	720676	-0.127	-0.358	-0.073
CL_842	11	1322353	1322355	1.132	-0.294	0.727
CL_843	11	1361456	1361458	-2.069	1.966	-1.956
CL_844	11	1469419	1469421	-1.259	1.12	-0.323
CL_845	11	583269	583271	-1.421	1.882	-1.22
CL_846	11	1228997	1228999	0.454	-0.441	0.242
CL_847	11	816224	816226	0.165	-0.559	-0.399
CL_848	11	1218739	1218741	0.259	0.298	0.405
CL_849	11	1116408	1116410	0.4	-0.844	1.095
CL_850	11	1352534	1352536	-0.704	0.258	-0.871
CL_851	11	1201092	1201094	0.266	-0.675	-0.239
CL_852	11	384396	384398	0.311	-1.473	0.867
CL_853	11	703092	703094	0.826	-0.84	0.251
CL_854	11	1091304	1091306	-0.169	-0.219	-1.001
CL_855	11	861462	861464	0.469	-0.338	-0.037
CL_856	11	1417314	1417316	1.187	-1.201	0.517
CL_857	11	1017714	1017716	-0.145	-0.911	0.146
CL_858	11	1291779	1291781	-2.022	1.329	-2.03
CL_859	11	1274638	1274640	0.198	-0.575	0.647
CL_860	11	1250443	1250445	-1.575	0.894	-1.212
CL_861	11	439495	439497	-0.479	-0.333	0.107
CL_862	11	1048815	1048817	0.664	-1.075	0.549
CL_864	11	1333801	1333803	-0.71	0.19	-0.525
CL_865	11	1359031	1359033	0.239	-1.534	0.502
CL_866	11	1207563	1207565	1.314	-0.422	0.521
CL_867	11	1567498	1567500	0.31	-0.855	0.147
CL_868	11	1262965	1262967	-0.174	-0.233	0.041
CL_869	11	1410373	1410375	0.3	-0.478	0.556
CL_870	11	1315248	1315250	1.041	-0.725	0.649
CL_871	11	918552	918554	0.761	-1.293	0.384
CL_872	11	1109312	1109314	-1.09	0.214	-0.901
CL_873	11	1670820	1670822	-0.988	0.367	-1.806
CL_874	11	840477	840479	0.977	-1.249	0.448
CL_875	11	927728	927730	0.555	-0.407	0.263
CL_876	11	583846	583848	0.255	-1.345	0.189
CL_877	11	668349	668351	0.99	-0.521	1.627
CL_878	11	1312231	1312233	-1.986	1.753	-1.211
CL_879	12	3826	3828	1.768	-1.061	1.528
CL_880	12	10717	10719	0.141	-0.665	-0.388
CL_881	12	14102	14104	0.129	-0.977	0.535
CL_882	12	7548	7550	1.202	-0.807	1.25
CL_883	12	35032	35034	0.282	0.639	0.792
CL_884	12	22417	22419	-0.606	0.721	-0.528
CL_885	12	48894	48896	-1.381	1.715	-2.601
CL_886	12	41333	41335	-0.845	0.791	-0.502
CL_887	12	70441	70443	-0.606	0.731	-0.38
CL_888	12	57907	57909	0.637	-0.925	0.83
CL_889	12	26603	26605	-0.207	-0.858	0.014
CL_890	12	52693	52695	0.853	-0.497	0.038
CL_891	12	45697	45699	0.104	-0.666	-0.101
CL_892	12	58287	58289	0.7	-0.443	0.806
CL_893	12	66875	66877	-0.609	-0.143	-0.516
CL_894	12	86008	86010	0.054	-0.024	0.787
CL_896	12	66621	66623	-0.811	0.582	-0.566
CL_897	12	67347	67349	0.464	-1.781	1.164
CL_898	12	93547	93549	-0.612	-0.928	-0.606
CL_899	12	65374	65376	-2.33	2.537	-2.251
CL_900	12	62768	62770	-1.434	0.605	-1.058
CL_901	12	112111	112113	-0.39	0.843	-0.996
CL_902	12	64526	64528	-0.234	0.002	0.342
CL_903	12	70504	70506	0.229	0.625	0.4
CL_904	12	136324	136326	-0.46	0.72	-0.352
CL_905	12	70071	70073	1.2	-1.513	0.834
CL_906	12	45066	45068	0.341	0.079	-0.272
CL_907	12	103389	103391	-0.516	0.083	-0.626
CL_908	12	122649	122651	0.04	0.023	-0.057
CL_909	12	159247	159249	0.06	-1.046	-0.392
CL_910	12	92176	92178	-0.31	-0.101	-0.055
CL_911	12	170958	170960	-1.312	0.108	-0.21
CL_912	12	109092	109094	-1.029	0.05	-0.921
CL_913	12	201653	201655	1.538	-0.695	0.67
CL_914	12	107867	107869	1.047	-1.7	-0.344
CL_916	12	231019	231021	1.631	-2.129	1.161
CL_917	12	146446	146448	-0.262	2.215	-0.283
CL_918	12	116640	116642	0.323	-0.067	0.389
CL_919	12	113284	113286	-0.681	0.413	-1.361
CL_920	12	165107	165109	0.672	-0.195	0.755
CL_921	12	290351	290353	0.827	-0.764	0.654
CL_922	12	100857	100859	0.064	0.282	-0.885
CL_923	12	315639	315641	-1.511	1.033	-1.577
CL_924	12	295725	295727	1.052	-1.468	0.369
CL_925	12	164687	164689	-1.246	1.528	-0.73
CL_926	12	295989	295991	0.183	-1.17	0.51
CL_927	12	172299	172301	1.309	-1.448	1.926
CL_928	12	319634	319636	-1.114	0.305	-1.265
CL_929	12	283784	283786	-0.52	1.05	0.782
CL_930	12	143521	143523	-0.48	-0.585	-0.763
CL_931	12	249297	249299	0.8	-1.828	0.763
CL_932	12	340420	340422	-1.596	1.653	-1.245
CL_933	12	244476	244478	0.524	-1.043	0.329
CL_934	12	232528	232530	0.474	-0.338	0.179
CL_935	12	196833	196835	0.254	-0.095	0.601
CL_936	12	365273	365275	-1.236	2.206	-1.942
CL_937	12	162845	162847	-0.098	-0.991	-0.277
CL_938	12	325192	325194	-0.846	0.948	-0.815
CL_939	12	151907	151909	1.162	-1.601	0.928
CL_940	12	377757	377759	0.635	-1.509	1.181
CL_941	12	433677	433679	-0.825	1.237	-0.83
CL_942	12	436559	436561	1.196	-0.872	0.273
CL_943	12	330454	330456	-0.11	0.031	0.015
CL_944	12	307168	307170	0.623	-0.241	0.352
CL_945	12	433723	433725	-0.315	0.13	0.297
CL_946	12	471057	471059	0.975	-1.077	-0.063
CL_947	12	408511	408513	-2.418	2.116	-2.015
CL_948	12	509657	509659	0.458	-1.591	1.53
CL_949	12	498311	498313	-0.829	0.774	-0.892
CL_950	12	525734	525736	-0.081	-0.157	-0.354
CL_951	12	478797	478799	1.017	-1.254	0.973
CL_952	12	205710	205712	0.976	-0.152	1.429
CL_953	12	250404	250406	0.475	-0.694	0.57
CL_954	12	481956	481958	1.062	-0.866	0.156
CL_955	12	206057	206059	-0.396	0.228	-0.626
CL_956	12	493421	493423	-0.445	-0.295	-0.301
CL_957	12	301503	301505	0.547	-1.412	-0.197
CL_958	12	160344	160346	-0.993	0.969	-0.494
CL_959	12	250297	250299	0.081	-0.108	0.81
CL_960	12	362201	362203	0.742	-0.973	0.266
CL_961	12	192614	192616	0.692	-1.118	1.381
CL_962	12	415443	415445	0.163	0.252	-0.265
CL_963	12	475697	475699	1.337	-1.23	1.379
CL_964	12	231978	231980	-0.683	1.18	-0.088
CL_965	12	185918	185920	-0.903	-0.067	-0.338
CL_966	12	512498	512500	0.079	-0.01	-0.274
CL_968	12	579660	579662	0.383	-0.731	0.479
CL_969	12	232322	232324	-0.236	-0.796	0.8
CL_970	12	421538	421540	-0.073	-0.1	0.81
CL_972	12	495120	495122	-1.301	0.987	-0.286
CL_973	12	362957	362959	0.77	0.386	0.343
CL_974	12	233476	233478	0.06	-0.562	-0.111
CL_975	12	357257	357259	0.346	-0.287	0.551
CL_976	12	576227	576229	-1.074	0.847	-1.863
CL_977	12	307986	307988	0.542	-0.8	0.92
CL_978	12	509469	509471	1.216	-0.861	1.987
CL_979	12	297414	297416	-1.155	0.415	-0.557
CL_980	12	376146	376148	1.136	-0.93	0.836
CL_981	12	462621	462623	-0.056	0.756	-0.937
CL_982	12	163202	163204	0.028	-1.126	-0.119
CL_983	12	312886	312888	0.653	-0.685	0.218
CL_984	12	519341	519343	0.556	-0.798	0.942
CL_985	12	491824	491826	-0.519	0.92	-0.577
CL_986	12	478062	478064	0.315	-0.449	0.046
CL_987	12	515348	515350	0.412	-0.417	1.124
CL_988	12	207948	207950	-1.264	1.166	-1.009
CL_989	12	212256	212258	-2.844	3.466	-2.12
CL_990	12	284528	284530	0.506	-0.716	0.381
CL_991	12	360980	360982	0.854	-1.029	-0.127
CL_992	12	533174	533176	-2.987	3.414	-2.828
CL_993	12	601171	601173	0.624	-0.842	0.827
CL_994	12	554073	554075	-0.944	1.438	-0.947
CL_995	12	661267	661269	-0.017	0.729	-0.359
CL_996	12	367296	367298	-0.279	1.015	-0.483
CL_997	12	187774	187776	-0.122	0.104	0.354
CL_998	12	533728	533730	0.203	0.739	-1.264
CL_999	12	653703	653705	-0.532	0.576	-0.879
CL_1000	12	465041	465043	-0.758	0.374	0.313
CL_1001	12	179341	179343	0.953	-0.252	1.298
CL_1002	12	167313	167315	0.01	-0.987	0.757
CL_1004	12	569875	569877	-0.103	-0.245	-0.703
CL_1005	12	273955	273957	0.232	-0.284	0.081
CL_1006	12	518883	518885	-0.215	0.725	-0.085
CL_1007	12	367858	367860	-1.396	0.231	-1.123
CL_1008	12	171324	171326	0.497	-0.606	0.597
CL_1009	12	433129	433131	-0.635	0.489	-0.362
CL_1010	12	326149	326151	-0.199	-0.104	-0.241
CL_1011	12	375241	375243	-0.268	0.535	1.021
CL_1012	12	257529	257531	-0.474	-0.788	-0.665
CL_1013	12	260477	260479	-1.447	0.5	-0.883
CL_1014	12	482765	482767	-2.954	3.01	-3.415
CL_1015	12	583895	583897	-0.113	-1.021	0.126
CL_1016	12	528024	528026	-0.331	0.519	0.007
CL_1017	12	807211	807213	0.689	-0.778	0.242
CL_1018	12	800439	800441	-0.057	-0.244	1.285
CL_1019	12	811380	811382	-0.142	0.14	-0.15
CL_1020	12	342536	342538	-0.325	0.391	0.413
CL_1021	12	817097	817099	-0.011	-1.247	1.154
CL_1022	12	228473	228475	-0.783	0.804	-0.136
CL_1023	12	370299	370301	0.782	-2.087	1.294
CL_1024	12	741421	741423	0.782	-0.977	1.466
CL_1025	12	269656	269658	1.262	-1.493	0.727
CL_1026	12	678978	678980	0.757	-0.697	1.547
CL_1027	12	718567	718569	-0.39	-0.802	0.409
CL_1028	12	758280	758282	-0.251	0.792	-1.214
CL_1029	12	438529	438531	0.804	-0.89	0.438
CL_1030	12	293772	293774	-0.184	1.312	0.839
CL_1031	12	744420	744422	-1.541	1.016	-2.231
CL_1032	12	672278	672280	0.626	-0.572	0.154
CL_1033	12	486663	486665	-0.068	-0.218	-0.045
CL_1034	12	714435	714437	0.536	-0.384	0.289
CL_1035	12	803805	803807	-0.984	-0.047	-0.518
CL_1036	12	589156	589158	0.706	-0.127	0.614
CL_1037	12	282573	282575	-2.178	1.89	-2.027
CL_1038	12	619260	619262	-0.203	0.021	-0.038
CL_1039	12	245488	245490	-0.228	-1.631	-0.234
CL_1040	12	912099	912101	0.006	-1.008	0.713
CL_1041	12	422053	422055	-2.765	2.797	-2.444
CL_1042	12	752108	752110	0.702	-0.097	-0.723
CL_1043	12	259958	259960	1.509	-0.646	-0.46
CL_1044	12	271664	271666	-1.101	1.156	0.355
CL_1045	12	808415	808417	0.257	-0.108	-0.059
CL_1046	12	610075	610077	1.618	-1.368	-0.757
CL_1047	12	421640	421642	0.561	-1.204	-0.828
CL_1048	12	291547	291549	-1.53	2.192	1.949
CL_1049	12	627879	627881	0.39	-0.297	0.248
CL_1050	12	323597	323599	0.924	-0.508	-0.559
CL_1051	12	375210	375212	-0.615	0.409	0.771
CL_1052	12	982545	982547	0.228	-0.881	-1.301
CL_1054	12	902828	902830	-2.86	3.203	3.438
CL_1055	12	893757	893759	1.302	-1.95	-1.757
CL_1056	12	597413	597415	-2.07	1.872	1.633
CL_1057	12	725182	725184	0.37	0.358	-0.094
CL_1058	12	1043237	1043239	0.445	-1.42	-1.29
CL_1059	12	681082	681084	1.154	-0.417	-0.485
CL_1060	12	767476	767478	-0.49	-0.294	0.374
CL_1061	12	483548	483550	-2.66	2.867	2.504
CL_1062	12	408616	408618	0.404	-1.587	-1.504
CL_1063	12	874508	874510	-0.475	-0.067	-0.201
CL_1064	12	431563	431565	1.269	-1.652	-1.654
CL_1065	12	689268	689270	0.595	-0.256	-0.687
CL_1066	12	1121931	1121933	0.237	-0.655	-0.766
CL_1067	12	1139018	1139020	0.634	-0.517	-0.184
CL_1069	12	874898	874900	0.775	-0.628	0.095
CL_1070	12	1083373	1083375	0.71	-0.687	-0.66
